131, lá, av, there, Vou te encontrar **lá** depois, I'll meet you **there** later.
132, durante, prp, during, Estudamos **durante** a noite, We study **during** the night.
133, terra, nf, land/earth, A **terra** é redonda, The **earth** is round., wired-flat-735-world-globe
134, último, aj, last, Este é o **último** pedaço de bolo, This is the **last** piece of cake.
135, desde, prp, since, Trabalho aqui **desde** 2010, I have been working here **since** 2010.
136, contra, prp, against, Ele lutou **contra** a injustiça, He fought **against** injustice.
137, aí, av, there, O carro está estacionado **aí**, The car is parked **there**.
138, parecer, v, to seem, Você **parece** cansado, You **seem** tired.
139, pequeno, aj, small, Este é um cachorro **pequeno**, This is a **small** dog.
140, quanto, aj/av, how much, Não sei **quanto** tempo levará, I don't know **how much** time it will take.
141, nada, pn, nothing, Não há **nada** para fazer aqui, There is **nothing** to do here.
142, português, na, Portuguese, Estou aprendendo **português**, I'm learning **Portuguese**.
143, filho, nm, son, Ele é meu **filho** mais velho, He is my oldest **son**., wired-flat-527-boy-young-men
144, tornar, v, to become, Ela quer **tornar**-se médica, She wants to **become** a doctor.
145, água, nf, water, Beba **água** para se manter hidratado, Drink **water** to stay hydrated., wired-flat-447-water-drop
146, direito, na, right, Todos têm direito à educação, Everyone has the **right** to education.
147, público, na, public, Este é um serviço **público**, This is a **public** service.
148, entrar, v, to enter, Podemos **entrar** agora?, Can we **enter** now?
149, problema, nm, problem, Enfrentamos um **problema** difícil, We're facing a difficult **problem**., wired-flat-874-car-fire
150, viver, v, to live, Ele gosta de **viver** na cidade, He likes to **live** in the city.
151, além, av, beyond, Este parque se estende **além** do rio, This park extends **beyond** the river.
152, pôr, v, to put, Por favor **ponha** as chaves na mesa, Please **put** the keys on the table.
153, história, nf, history, Estou lendo um livro de **história**, I'm reading a **history** book., wired-flat-1976-ruins
154, grupo, nm, group, Formamos um **grupo** de estudo, We formed a study **group**., wired-flat-274-male-and-two-female
155, hora, nf, hour, Vou te encontrar daqui a uma **hora**, I'll meet you in an **hour**., wired-flat-472-hourglass
156, sair, v, to leave, Vamos **sair** para jantar, Let's **leave** for dinner.
157, acabar, v, to finish, Ele vai **acabar** o trabalho hoje, He will **finish** the work today.
158, continuar, v, to continue, Devemos **continuar** tentando, We should **continue** trying.
159, tão, av, so, Ela é **tão** inteligente, She is **so** intelligent.
160, nunca, av, never, Eu **nunca** visitei esse lugar antes, I have **never** visited that place before.
161, dentro, av, inside, Está **dentro** do armário, It's **inside** the closet.
162, voltar, v, to return, Ele vai **voltar** para casa amanhã, He will **return** home tomorrow.
163, tomar, v, to take, Eu vou **tomar** um banho agora, I'm going to **take** a shower now.
164, obra, nf, work (as in artwork or construction), Esta é uma **obra** de arte magnífica, This is a magnificent **work** of art., wired-flat-1524-bricks-toy
165, facto, nm, fact, É um **facto** bem conhecido, It's a well-known **fact**.
166, ponto, nm, point, Vamos discutir esse **ponto** mais tarde, Let's discuss this **point** later.
167, trabalhar, v, to work, Eu gosto de **trabalhar** com números, I like to **work** with numbers.
168, fim, nm, end, Este é o **fim** da estrada, This is the **end** of the road., wired-flat-2525-finish-line
169, quase, av, almost, Chegamos **quase** à hora marcada, We arrived **almost** on time.
170, pai, nm, father, Meu **pai** é um excelente cozinheiro, My **father** is an excellent cook., wired-flat-701-mustache-beard
171, apresentar, v, to present, Ele vai **apresentar** o projeto amanhã, He will **present** the project tomorrow.
172, relação, nf, relation, Eles têm uma boa **relação**, They have a good **relationship**., wired-flat-630-couple-man-woman
173, criar, v, to create, Ele gosta de **criar** coisas novas, He likes to **create** new things.
174, considerar, v, to consider, Vou **considerar** suas sugestões, I'll **consider** your suggestions.
175, momento, nm, moment, Este é um **momento** especial, This is a special **moment**.
176, receber, v, to receive, Vou **receber** um prêmio, I'm going to **receive** an award.
177, ideia, nf, idea, Tenho uma **ideia** para um novo projeto, I have an **idea** for a new project., wired-flat-36-bulb
178, política, nf, policy/politics, Ela estuda **política** internacional, She studies international **politics**., wired-flat-1022-podium-conference
179, vários, aj, various, Ele tem **vários** livros em casa, He has **various** books at home.
180, lugar, nm, place, Este é um bom **lugar** para descansar, This is a good **place** to rest., wired-flat-52-location-pin-on-square-map
181, sentir, v, to feel, Não consigo **sentir** meus dedos, I can't **feel** my fingers.
182, livro, nm, book, Este é um bom **livro** para ler, This is a good **book** to read., wired-flat-2142-history-book
183, nós, pn, we/us, **Nós** vamos ao cinema amanhã, **We** are going to the cinema tomorrow.
184, mês, nm, month, Ele vai viajar no próximo **mês**, He's going to travel next **month**., wired-flat-2613-calendar-subscription
185, alto, na, high, Este prédio é muito **alto**, This building is very **high**.
186, força, nf, force, O vento está ganhando **força**, The wind is gaining **force**., wired-flat-1774-strenght
187, acontecer, v, to happen, Não sei o que vai **acontecer** amanhã, I don't know what will **happen** tomorrow.
188, família, nf, family, Passo o Natal com minha **família**, I spend Christmas with my **family**., wired-flat-1529-parenting-parents-family
189, tipo, nm, type, Que **tipo** de comida você prefere?, What **type** of food do you prefer?
190, presidente, nm, president, Ele é o atual **presidente** do país, He is the current **president** of the country., wired-flat-705-man-style-3
191, mil, num, thousand, Ele ganhou um **milhão** de dólares, He won a **million** dollars.
192, tratar, v, to treat, Eles **tratam** seus funcionários muito bem, They **treat** their employees very well.
193, enquanto, av, while, Eu vou ler um livro **enquanto** espero, I'll read a book **while** I wait.
194, perder, v, to lose, Eu não quero **perder** o ônibus, I don't want to **lose** the bus.
195, achar, v, to find/think, Você vai **achar** interessante, You will **find** it interesting.
196, escrever, v, to write, Ela gosta de **escrever** poesia, She likes to **write** poetry.
197, quatro, num, four, Tenho **quatro** irmãos, I have **four** brothers.
198, usar, v, to use, Posso **usar** seu telefone?, Can I **use** your phone?
199, único, aj, only/unique, Ele é o **único** filho deles, He is their **only** son.
200, nenhum, aj, none, Não há **nenhum** problema, There is **no** problem.
201, contar, v, to count/tell, Posso **contar** com você?, Can I **count** on you?
202, real, na, real, Ele vive no mundo **real**, He lives in the **real** world.
203, palavra, nf, word, Cada **palavra** que você diz é importante, Every **word** you say is important., wired-flat-2139-dictionary
204, embora, cj, although, Ele foi **embora** a chuva estivesse forte, He went **although** the rain was heavy.
205, diferente, aj, different, Todos temos gostos **diferentes**, We all have **different** tastes.
206, possível, aj, possible, Farei o **possível** para chegar a tempo, I'll do my **possible** to arrive on time.
207, importante, aj, important, É **importante** ser honesto, It's **important** to be honest.
208, mostrar, v, to show, Posso te **mostrar** o caminho?, Can I **show** you the way?
209, social, aj, social, A interação **social** é importante para o desenvolvimento humano, **Social** interaction is important for human development.
210, ali, av, there, Ele está esperando por você **ali**, He is waiting for you **there**.
211, claro, aj, clear, Sua explicação foi **clara**, Your explanation was **clear**.
212, mão, nf, hand, Lave suas **mãos** antes de comer, Wash your **hands** before eating., wired-flat-2527-rised-hand
213, logo, av, soon, Estarei de volta **logo**, I'll be back **soon**.
214, rio, nm, river, O **rio** corre rapidamente, The **river** flows swiftly., wired-flat-1925-bridge
215, seguir, v, to follow, Vou te **seguir** até em casa, I'll **follow** you home.
216, situação, nf, situation, Esta é uma situação complicada, This is a complicated **situation**.
217, questão, nf, question, Eu tenho uma **questão** para você, I have a **question** for you., wired-flat-424-question-bubble
218, procurar, v, to look for, Vou **procurar** minhas chaves, I'll **look for** my keys.
219, campo, nm, field, As crianças estão jogando no **campo**, The children are playing in the **field**., wired-flat-1834-field
220, através, av, through, Ele passou **através** da multidão, He passed **through** the crowd.
221, brasileiro, na, Brazilian, Ele é **brasileiro** de nascimento, He is **Brazilian** by birth.
222, tentar, v, to try, Vou **tentar** fazer isso funcionar, I'll **try** to make this work.
223, serviço, nm, service, Eles oferecem um ótimo **serviço** aos clientes, They offer great **service** to customers., wired-flat-683-female-customer-service
224, lei, nf, law, Devemos obedecer à **lei**, We must obey the **law**., wired-flat-402-legal-balance-legal
225, criança, nf, child, Ela é uma **criança** muito inteligente, She is a very intelligent **child**., wired-flat-527-boy-young-men
226, próximo, aj, next, Nosso **próximo** destino é Paris, Our **next** destination is Paris.
227, nacional, aj, national, É um feriado **nacional**, It's a **national** holiday.
228, trazer, v, to bring, Posso **trazer** um amigo para o jantar?, Can I **bring** a friend for dinner?
229, geral, aj, general, Esta regra se aplica de **geral** a todos, This rule applies **generally** to everyone.
230, frente, nf, front, Ele estava na **frente** da fila, He was at the **front** of the line., wired-flat-1399-bring-forward
231, aparecer, v, to appear, Ela **apareceu** de repente, She **appeared** suddenly.
232, manter, v, to maintain, Devemos **manter** a calma em situações difíceis, We should **maintain** calm in difficult situations.
233, colocar, v, to place, Por favor **coloque** sua bagagem no compartimento superior, Please **place** your luggage in the overhead compartment.
234, conta, nf, account, Você tem uma **conta** no banco?, Do you have an **account** at the bank?, wired-flat-755-invoice-receipt-validating-ticket
235, pedir, v, to ask, Posso **pedir** um favor?, Can I **ask** a favor?
236, cinco, num, five, Ela tem **cinco** anos de idade, She is **five** years old.
237, escola, nf, school, Meus filhos vão para a **escola** todos os dias, My children go to **school** every day., wired-flat-486-school
238, verdade, nf, truth, Às vezes a **verdade** é difícil de aceitar, Sometimes the **truth** is hard to accept., wired-flat-402-legal-balance-legal
239, corpo, nm, body, Exercício é bom para o **corpo** e para a mente, Exercise is good for the **body** and mind., wired-flat-1971-da-vinci
240, morrer, v, to die, Ele **morreu** em um acidente de carro, He **died** in a car accident.
241, guerra, nf, war, Espero que haja paz e não **guerra**, I hope for peace and not **war**., wired-flat-1463-footman
242, música, nf, music, Ela adora ouvir **música** clássica, She loves listening to **classical** music., wired-flat-43-music-note
243, região, nf, region, Esta **região** é famosa por sua gastronomia, This **region** is famous for its cuisine., wired-flat-106-map
244, baixo, aj/av, low, O preço está **baixo** esta semana, The price is **low** this week.
245, professor, nm, teacher, Ele é um bom **professor** de matemática, He is a good **math** teacher., wired-flat-1510-reading-babies
246, longo, aj, long, Foi uma viagem **longa**, It was a **long** trip.
247, acção, nf, action, Devemos tomar **acção** para resolver este problema, We must take **action** to solve this problem.
248, entender, v, to understand, Eu não consigo **entender** o que você está dizendo, I can't **understand** what you're saying.
249, movimento, nm, movement, O **movimento** está ficando mais intenso, The **movement** is getting more intense.
250, branco, aj, white, O cisne é um pássaro **branco**, The swan is a **white** bird.
251, processo, nm, process, Este é um **processo** complexo, This is a complex **process**.
252, ganhar, v, to win, Eles conseguiram **ganhar** o jogo, They managed to **win** the game.
253, arte, nf, art, Ela estuda **arte** moderna, She studies **modern** art., wired-flat-771-artist-painting-color-palette
254, papel, nm, paper, Você pode passar-me esse **papel**?, Can you pass me that **paper**?, wired-flat-1973-origami
255, sim, av, yes, Sim temos comida, Yes we have food
256, esperar, v, to wait, Eu não posso **esperar** para ver você novamente, I can't **wait** to see you again.
257, fundo, nm, bottom, Ele está no **fundo** do oceano, He is at the **bottom** of the ocean.
258, senhor, nm, sir, Bom dia **senhor**, Good morning **sir**., wired-flat-652-old-person-walking-walker
259, número, nm, number, Qual é o seu **número** de telefone?, What is your **phone** number?, wired-flat-797-counter
260, definir, v, to define, É difícil **definir** o que é a felicidade, It's hard to **define** what happiness is.
261, tarde, n/av, late, Estou sempre **tarde** para as reuniões, I'm always **late** for meetings.
262, abrir, v, to open, Ele vai **abrir** a porta para você, He will **open** the door for you.
263, sociedade, nf, society, Todos devem contribuir para a **sociedade**, Everyone should contribute to **society**.
264, povo, nm, people, O **povo** está protestando contra a decisão, The **people** are protesting against the decision., wired-flat-274-male-and-two-female
265, forte, na, strong, Ele é um homem **forte**, He is a **strong** man.
266, cabeça, nf, head, Bati a **cabeça** na porta, I hit my **head** on the door., wired-flat-1376-face-id
267, altura, nf, height, Qual é a sua **altura**?, What is your **height**?, wired-flat-1758-meter-measure
268, volta, nf, turn, É a sua **volta** de jogar, It's your **turn** to play.
269, condição, nf, condition, Ela está em boa **condição** de saúde, She is in good **health** condition.
270, apesar, av, despite, **Apesar** do tempo ruim nós vamos ao parque, **Despite** the bad weather we're going to the park.
271, valor, nm, value, Ele tem um grande **valor** para mim, He has a great **value** to me., wired-flat-101-price-tag-dollar
272, mãe, nf, mother, Minha **mãe** faz o melhor bolo de chocolate, My **mother** makes the best chocolate cake., wired-flat-1508-breastfeeding
273, servir, v, to serve, Ele vai **servir** a comida agora, He will **serve** the food now.
274, pagar, v, to pay, Posso **pagar** com cartão de crédito?, Can I **pay** with credit card?
275, causa, nf, cause, Ele dedicou sua vida a uma **causa** nobre, He devoted his life to a noble **cause**.
276, antigo, aj, ancient, Este é um artefato **antigo**, This is an **ancient** artifact.
277, maneira, nf, way, Existe uma **maneira** melhor de fazer isso?, Is there a better **way** to do this?
278, humano, na, human, Somos todos seres **humanos**, We are all **human** beings.
279, sentido, nm, sense, Sua resposta não faz **sentido** para mim, Your answer doesn't make **sense** to me.
280, permitir, v, to allow, O regulamento não **permite** isso, The regulation doesn't **allow** that.
281, deus, nm, god, Ele agradeceu a **Deus** por sua saúde, He thanked **God** for his health., wired-flat-2341-religion-in-general
282, modo, nm, mode, Ele está no **modo** de avião, He's in **airplane** mode.
283, gente, nf, people, Havia muita **gente** na festa, There were a lot of **people** at the party., wired-flat-274-male-and-two-female
284, imagem, nf, image, Esta é uma **imagem** bonita, This is a beautiful **image**., wired-flat-54-photo
285, época, nf, era, Eles viveram na mesma **época**, They lived in the same **era**., wired-flat-2142-history-book
286, noite, nf, night, Eles saem juntos todas as **noites**, They go out together every **night**., wired-flat-1821-night-sky-moon-stars
287, velho, aj, old, Ele é um homem **velho**, He is an **old** man.
288, cair, v, to fall, Ela fez ele **cair** da cadeira, She made him **fall** off the chair.
289, aquilo, pn, that, **Aquilo** é muito interessante, **That** is very interesting.
290, projecto, nm, project, Eles estão trabalhando em um novo **projeto**, They are working on a new **project**.
291, final, na, final, Este é o **final** da história, This is the **end** of the story.
292, acreditar, v, to believe, Eu **acredito** em você, I **believe** in you.
293, jornal, nm, newspaper, Eu li sobre isso no **jornal** de hoje, I read about it in today's **newspaper**., wired-flat-411-news-newspaper
294, razão, nf, reason, Qual é a sua **razão** para fazer isso?, What is your **reason** for doing this?
295, espécie, nf, species, Há muitas **espécies** de plantas na floresta, There are many **species** of plants in the forest., wired-flat-2336-fossil-old-rock-geology
296, junto, aj/av, together, Nós sempre estaremos **juntos**, We will always be **together**.
297, preciso, aj, precise, Seja **preciso** ao descrever os detalhes, Be **precise** when describing the details.
298, século, nm, century, Ele viveu no século **dezoito**, He lived in the **eighteenth** century., wired-flat-2142-history-book
299, precisar, v, to need, Eu **preciso** de ajuda com isso, I **need** help with this.
300, ler, v, to read, Eu gosto de **ler** antes de dormir, I like to **read** before sleeping.
301, dinheiro, nm, money, Ele não tem **dinheiro** suficiente para comprar isso, He doesn't have enough **money** to buy that., wired-flat-298-coins
302, talvez, av, maybe, **Talvez** eu vá à festa mais tarde, **Maybe** I'll go to the party later.
303, plano, na, plan, Precisamos criar um **plano** de ação, We need to create an action **plan**.
304, nascer, v, to be born, Ele **nasceu** em uma pequena cidade, He was **born** in a small town.
305, centro, nm, center, O **centro** da cidade é muito movimentado, The city **center** is very busy.
306, partido, nm, party, Vamos organizar uma **festa** de aniversário, Let's organize a birthday **party**.
307, descobrir, v, to discover, Eles conseguiram **descobrir** a verdade, They managed to **discover** the truth.
308, ouvir, v, to hear, Eu não consigo **ouvir** o que você está dizendo, I can't **hear** what you're saying.
309, ligar, v, to call/connect, Você pode **ligar** para o suporte técnico?, Can you **call** technical support?
310, interesse, nm, interest, Ela tem um forte **interesse** por arte, She has a strong **interest** in art.
311, amigo, nm, friend, Ele é meu melhor **amigo**, He is my best **friend**.
312, seguinte, aj, following, O **seguinte** capítulo é muito emocionante, The **following** chapter is very exciting.
313, termo, nm, term, Qual é o **termo** para isso em português?, What is the **term** for this in Portuguese?
314, mudar, v, to change, Às vezes é bom **mudar** de rotina, Sometimes it's good to **change** routines.
315, linha, nf, line, Havia uma longa **linha** no caixa, There was a long **line** at the cashier.
316, medida, nf, measure, Devemos tomar **medidas** para resolver o problema, We should take **measures** to solve the problem.
317, teatro, nm, theater, Eles foram ao **teatro** na noite passada, They went to the **theater** last night.
318, espaço, nm, space, Temos muito **espaço** para armazenar os suprimentos, We have plenty of **space** to store the supplies.
319, animal, nm, animal, O **animal** selvagem correu para a floresta, The wild **animal** ran into the forest.
320, santo, na, saint, Ela é conhecida como a **santa** padroeira da cidade, She is known as the **patron** saint of the city.
321, acordo, nm, agreement, Chegamos a um **acordo** sobre os termos do contrato, We reached an **agreement** on the terms of the contract.
322, olhar, v, to look, Ele parou para **olhar** a paisagem, He stopped to **look** at the scenery.
323, necessário, aj, necessary, É **necessário** estudar para passar no exame, It's **necessary** to study to pass the exam.
324, jovem, na, young, Ele é um rapaz **jovem** e talentoso, He is a **young** and talented guy.
325, futuro, nm, future, Estou ansioso para ver o que o **futuro** reserva, I'm looking forward to seeing what the **future** holds.
326, local, nm, place, Este é um bom **local** para um piquenique, This is a good **place** for a picnic.
327, falta, nf, lack, Existe uma clara **falta** de comunicação aqui, There is a clear **lack** of communication here.
328, morte, nf, death, A **morte** é uma parte natural da vida, **Death** is a natural part of life.
329, político, na, politician, Ele é um **político** muito influente, He is a very influential **politician**.
330, banco, nm, bank, Preciso ir ao **banco** para sacar dinheiro, I need to go to the **bank** to withdraw money.
331, posição, nf, position, Qual é a sua **posição** sobre esse assunto?, What is your **position** on this matter?
332, rua, nf, street, Ela mora em uma rua tranquila, She lives on a quiet **street**.
333, difícil, aj, difficult, Esta é uma pergunta **difícil**, This is a **difficult** question.
334, mercado, nm, market, O **mercado** está muito competitivo este ano, The **market** is very competitive this year.
335, resolver, v, to solve, Precisamos **resolver** este problema o mais rápido possível, We need to **solve** this problem as soon as possible.
336, caminho, nm, path, Qual é o **caminho** mais curto para chegar lá?, What is the shortest **path** to get there?
337, jogo, nm, game, Vamos jogar um **jogo** de cartas, Let's play a card **game**.
338, estudar, v, to study, Preciso **estudar** para o exame de amanhã, I need to **study** for tomorrow's exam.
339, igreja, nf, church, Eles se casaram na **igreja** da cidade, They got married at the city **church**.
340, formar, v, to form, As nuvens começaram a **formar** figuras no céu, The clouds began to **form** shapes in the sky.
341, surgir, v, to arise, Problemas podem **surgir** a qualquer momento, Problems can **arise** at any time.
